,To rent,To sell,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of the terrace,Garden,Area of the garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,zipcode,type
10279872,True,False,750.0,2.0,85.0,,,,True,,,,,,,,"
                                    Fraîchement rénové
                                ",2050,Appartement
10289464,True,False,1500.0,4.0,203.0,True,,,,,True,500.0,,,3.0,False,"
                                    Fraîchement rénové
                                ",3150,Maison
10301696,True,False,1050.0,2.0,110.0,False,,,True,,,,,,2.0,,"
                                    Bon
                                ",1420,Appartement
10281636,True,False,1100.0,2.0,100.0,True,False,,,,"[1, '\n                                    Bon\n                                ', 1, 100, True, '\n                                    Équipée\n                                ', 2, 1, False, False, False, '\n                                        Connecté\n                                    ', True, True, '\n                                    Sud-ouest\n                                ', 94, '\n                                                                    A\n                                                            ', 20090802, False, False, False, 1100, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 2, '\n                                                    http://www.immomatch.com\n                                                ', 2306]",,,,,,"
                                    Bon
                                ",9820,Maison
10266249,True,False,750.0,1.0,65.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2600,Duplex
10165038,True,False,1800.0,4.0,160.0,True,False,,,,True,1900.0,,,4.0,False,,1780,Maison
10198020,True,False,1250.0,3.0,150.0,,False,,,,"[2022, 762, 150, 40, 11, 3, 14, 14, 17, False, 1, 1, False, False, False, 428, 1119, False, True, True, '\n                                    Sud\n                                ', 12, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, 1250, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 23, '\n                                                    http://www.nobels.be\n                                                ', 3337532]",,,,,False,,9890,Maison
10290824,True,False,875.0,2.0,80.0,True,False,,,,,,,,4.0,,,4600,Appartement
10287982,True,False,790.0,2.0,97.0,True,,,,,True,600.0,,,4.0,False,"
                                    Bon
                                ",2440,Rez-de-chaussée
10288248,True,False,780.0,2.0,91.0,,False,,,,,,,,,,,3440,Appartement
10278929,True,False,1300.0,3.0,,,,,True,,,,,,2.0,,"
                                    Excellent état
                                ",7332,Maison
10289790,True,False,795.0,2.0,85.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",2900,Appartement
10290903,True,False,1250.0,1.0,80.0,,False,,,,,,,,2.0,False,,1050,Appartement
10261951,True,False,850.0,2.0,90.0,True,False,,True,,,,,,2.0,False,"
                                    Excellent état
                                ",1731,Appartement
10198018,True,False,1350.0,3.0,150.0,,False,,,,"[2022, 762, 150, 40, 11, 3, 14, 14, 17, False, 1, 1, False, False, False, 357, 1119, False, True, True, '\n                                    Sud\n                                ', 12, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, 1350, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 23, '\n                                                    http://www.nobels.be\n                                                ', 3344817]",,,,,False,,9890,Maison
10290773,True,False,1400.0,1.0,65.0,True,True,,,,,,,,,False,"
                                    Excellent état
                                ",1000,Appartement
10248122,True,False,800.0,1.0,95.0,True,False,,,,True,77.0,,,2.0,False,"
                                    Excellent état
                                ",2200,Rez-de-chaussée
10238216,True,False,890.0,1.0,65.0,True,,,,,True,100.0,,,,False,"
                                    Excellent état
                                ",1970,Rez-de-chaussée
10294990,True,False,600.0,1.0,48.0,True,False,,True,,,,,,2.0,,"
                                    Bon
                                ",7000,Duplex
10198017,True,False,1350.0,3.0,150.0,,False,,,,"[2022, 762, 150, 40, 11, 3, 14, 14, 17, False, 1, 1, False, False, False, 357, 1119, False, True, True, '\n                                    Sud\n                                ', 12, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, 1350, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 23, '\n                                                    http://www.nobels.be\n                                                ', 3344819]",,,,,False,,9890,Maison
10268902,True,False,850.0,1.0,75.0,True,,,,,,,,,1.0,False,"
                                    Fraîchement rénové
                                ",2000,Appartement
10131880,True,False,950.0,2.0,90.0,True,False,,,,,,,,,False,"
                                    Fraîchement rénové
                                ",3001,Appartement
10265708,True,False,1800.0,3.0,160.0,True,False,,,,True,1.0,,,4.0,,,5340,Maison
10239406,True,False,890.0,1.0,,True,True,,,,,,,,,False,,2000,Appartement
10295707,True,False,860.0,1.0,48.0,,False,,,,,,,,,,"
                                    Fraîchement rénové
                                ",1050,Appartement
10213011,True,False,980.0,2.0,95.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",1800,Duplex
10288206,True,False,950.0,1.0,60.0,True,,,,,,,,,,False,"
                                    Fraîchement rénové
                                ",2018,Appartement
10303205,True,False,725.0,2.0,86.0,,,,,,,,,,,,,9340,Appartement
10295351,True,False,860.0,2.0,85.0,True,False,,,,,,,,3.0,,"
                                    Bon
                                ",3270,Appartement
10208091,True,False,1400.0,2.0,250.0,True,False,,True,,,,,,,,,3078,Duplex
10273744,True,False,950.0,1.0,75.0,,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",2018,Appartement
10291238,True,False,795.0,2.0,90.0,True,False,,True,,,,,,2.0,False,,8020,Appartement
10291522,True,False,850.0,2.0,137.0,True,False,,,,True,407.0,,,2.0,,"
                                    Fraîchement rénové
                                ",4540,Maison
10300638,True,False,1450.0,3.0,,True,False,,,,,,,,4.0,,"
                                    Bon
                                ",3061,Villa
10267382,True,False,990.0,2.0,90.0,,,,True,,,,,,2.0,,"
                                    Excellent état
                                ",2800,Appartement
10291873,True,False,860.0,2.0,,,,,True,,,,,,,,,9300,Appartement
10283173,True,False,1300.0,3.0,170.0,True,False,,,,True,310.0,,,4.0,,"
                                    Bon
                                ",1731,Immeublemixte
10289850,True,False,2100.0,5.0,150.0,True,False,,,,True,80.0,,,3.0,False,"
                                    Bon
                                ",1970,Maison
10288089,True,False,995.0,2.0,70.0,True,,,,,,,,,,False,"
                                    Fraîchement rénové
                                ",2018,Appartement
10294779,True,False,3350.0,5.0,320.0,True,False,,,,True,20.0,,,2.0,False,"
                                    Bon
                                ",1200,Maison
10156797,True,False,1900.0,4.0,175.0,True,False,,,,,,,,,,"
                                    Bon
                                ",1932,Maison
10302389,True,False,1360.0,3.0,244.0,,,,True,,,,,,,,"
                                    Fraîchement rénové
                                ",9050,Maison
10274747,True,False,1100.0,2.0,85.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",2600,Appartement
10201462,True,False,2100.0,5.0,145.0,True,False,,,,True,203.0,,,3.0,,"
                                    Bon
                                ",1950,Maison
10301215,True,False,1200.0,2.0,100.0,True,,,,,True,20.0,,,2.0,,"
                                    Bon
                                ",1420,Maison
10295247,True,False,700.0,2.0,,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9220,Appartement
10279328,True,False,1250.0,2.0,100.0,True,True,,,,,,,,1.0,False,"
                                    Excellent état
                                ",2018,Appartement
10282209,True,False,765.0,2.0,80.0,,,,,,,,,,,,,1500,Appartement
10299726,True,False,1200.0,2.0,75.0,,False,,,,,,,,2.0,False,,1050,Appartement
10298553,True,False,850.0,2.0,,True,False,,True,,,,,,,False,,9340,Penthouse
10239005,True,False,925.0,2.0,80.0,True,,,,,,,,,,False,,1560,Appartement
7562816,True,False,1350.0,1.0,56.0,,True,,,,,,,,,,"
                                    Excellent état
                                ",2000,Appartement
10303065,True,False,600.0,2.0,105.0,True,False,,True,,,,,,2.0,,"
                                    Bon
                                ",8480,Maison
10291884,True,False,875.0,3.0,110.0,,False,,,,,,,,,,,8540,Maison
10198661,True,False,925.0,2.0,103.0,,False,,,,,,,,,,"
                                    Excellent état
                                ",3300,Appartement
10299607,True,False,1200.0,3.0,115.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",2800,Appartement
10304141,True,False,925.0,3.0,149.0,True,False,,,,,,,,,,"
                                    Bon
                                ",9112,Maison
10291518,True,False,1200.0,4.0,,True,False,,,,,,,,,,,8310,Maison
10300071,True,False,815.0,2.0,,,,,True,,,,,,,False,"
                                    Bon
                                ",2320,Appartement
10301013,True,False,1090.0,2.0,75.0,True,False,,,,,,,,,,"
                                    Bon
                                ",1150,Appartement
10164777,True,False,1050.0,2.0,125.0,True,,,,,,,,,3.0,False,"
                                    Excellent état
                                ",3212,Duplex
10300171,True,False,845.0,1.0,,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",2000,Rez-de-chaussée
10274469,True,False,445.0,1.0,38.0,,False,,,,,,,,,,"
                                    Bon
                                ",9600,Studio
10301272,True,False,1300.0,2.0,90.0,True,False,,,,True,78.0,,,2.0,False,"
                                    Excellent état
                                ",1080,Rez-de-chaussée
10198236,True,False,1650.0,3.0,160.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",1950,Duplex
10291187,True,False,950.0,2.0,90.0,True,True,,,,,,,,2.0,False,"
                                    Bon
                                ",2610,Appartement
10274598,True,False,500.0,1.0,,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",8560,Appartement
10302194,True,False,590.0,,50.0,True,False,,True,,,,,,2.0,,"
                                    Fraîchement rénové
                                ",1853,Studio
10302730,True,False,570.0,2.0,73.0,True,False,,True,,,,,,2.0,False,"
                                    Bon
                                ",8820,Appartement
10304566,True,False,745.0,2.0,90.0,True,,,,,,,,,2.0,False,"
                                    Bon
                                ",2150,Appartement
10178677,True,False,950.0,2.0,371.0,True,False,,,,,,,,3.0,,"
                                    Bon
                                ",3221,Bienexceptionnel
10302519,True,False,675.0,2.0,85.0,True,False,,True,,"[1, 2022, 1, 3, 2, '\n                                        Visite virtuelle\n                                    ', 85, '\n                                    Hyper équipée\n                                ', 2, 1, 1, False, True, '\n                                    Sud\n                                ', True, True, False, False, False, False, False, False, '\n                                Gaz\n                            ', True, True, False, 675, 50, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 5, '\n                                                    http://www.experimmoorta.be\n                                                ', 14140]",,,,2.0,,,9600,Appartement
10099409,True,False,625.0,2.0,,True,,,,,,,,,,False,,8930,Appartement
10295723,True,False,1150.0,2.0,91.0,,,,,,,,,,3.0,False,"
                                    Fraîchement rénové
                                ",2800,Appartement
10203281,True,False,1150.0,3.0,200.0,True,False,,,,True,600.0,,,2.0,False,"
                                    Excellent état
                                ",3370,Maison
10289444,True,False,625.0,2.0,73.0,,False,,,,,,,,,False,,9620,Appartement
10302517,True,False,675.0,2.0,85.0,True,False,,True,,"[1, 2022, 1, 3, 2, '\n                                        Visite virtuelle\n                                    ', 85, '\n                                    Hyper équipée\n                                ', 2, 1, 1, False, True, '\n                                    Sud\n                                ', True, True, False, False, False, False, False, False, '\n                                Gaz\n                            ', True, True, False, 675, 50, False, 10, 5, '\n                                                    http://www.experimmoorta.be\n                                                ', 14138]",,,,2.0,,,9600,Appartement
10272435,True,False,650.0,2.0,94.0,,False,,True,,,,,,,False,"
                                    Bon
                                ",2200,Appartement
10282186,True,False,650.0,2.0,,,False,,,,,,,,,False,"
                                    Excellent état
                                ",8400,Appartement
10267298,True,False,500.0,1.0,35.0,True,False,,,,,,,,,,"
                                    Bon
                                ",4020,Appartement
10269550,True,False,2250.0,5.0,226.0,True,False,,,,,,,,4.0,False,,3078,Villa
10238494,True,False,700.0,1.0,54.0,,,,,,,,,,1.0,False,"
                                    Excellent état
                                ",2018,Appartement
9992986,True,False,650.0,2.0,104.0,,,,True,,,,,,,False,,8770,Appartement
10230438,True,False,3250.0,4.0,366.0,True,False,,,,,,,,4.0,False,,3080,Villa
10266076,True,False,545.0,1.0,57.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9200,Studio
10138053,True,False,650.0,2.0,,,False,,,,,,,,,False,,9700,Appartement
10293389,True,False,2150.0,3.0,180.0,,False,,,,,,,,2.0,False,,1933,Maison
10288558,True,False,725.0,1.0,60.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",2830,Appartement
10189867,True,False,600.0,2.0,70.0,True,False,,True,,,,,,,,"
                                    Bon
                                ",4420,Appartement
10303012,True,False,750.0,2.0,90.0,True,False,,True,,,,,,2.0,,"
                                    Bon
                                ",3130,Appartement
10235564,True,False,650.0,1.0,,True,False,,True,,,,,,,,"
                                    Excellent état
                                ",9900,Appartement
10043428,True,False,600.0,4.0,172.0,True,False,,,,,,,,4.0,,"
                                    Fraîchement rénové
                                ",5031,Studio
10235429,True,False,750.0,1.0,,,False,,,,,,,,,,,2860,Studio
10280558,True,False,765.0,1.0,59.0,True,False,,,,,,,,,,,1930,Duplex
10281499,True,False,650.0,1.0,66.0,,,,,,,,,,2.0,False,"
                                    Bon
                                ",5100,Appartement
10288318,True,False,775.0,2.0,87.0,True,,,,,,,,,,,"
                                    Fraîchement rénové
                                ",2200,Appartement
10241178,True,False,675.0,2.0,70.0,,False,,True,,,,,,,,,9940,Appartement
10250511,True,False,770.0,2.0,71.0,True,False,,,,,,,,3.0,,"
                                    Bon
                                ",1500,Appartement
10277816,True,False,790.0,2.0,,True,,,,,,,,,3.0,False,"
                                    Bon
                                ",2000,Appartement
10285567,True,False,790.0,2.0,89.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",3290,Appartement
10260788,True,False,660.0,1.0,64.0,,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",1400,Appartement
10279547,True,False,700.0,1.0,40.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",1325,Appartement
10214082,True,False,790.0,2.0,76.0,,False,,True,,,,,,3.0,False,"
                                    Bon
                                ",2235,Appartement
10269545,True,False,810.0,1.0,70.0,True,False,,,,,,,,2.0,False,,3070,Duplex
10218959,True,False,670.0,2.0,100.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",7500,Appartement
10289482,True,False,800.0,1.0,66.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",2050,Appartement
10256400,True,False,700.0,2.0,,,False,,,,,,,,,,,6060,Appartement
10283998,True,False,850.0,1.0,60.0,True,,,,,,,,,1.0,False,"
                                    Bon
                                ",1780,Appartement
10285664,True,False,750.0,1.0,60.0,,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1420,Appartement
10285736,True,False,700.0,1.0,,True,False,,,,,,,,,,,7170,Appartement
10288581,True,False,820.0,2.0,90.0,,,,True,,,,,,,False,,2610,Appartement
10179979,True,False,895.0,2.0,80.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3111,Duplex
10254613,True,False,750.0,2.0,60.0,True,False,,,,,,,,4.0,False,"
                                    Excellent état
                                ",7000,Appartement
10263645,True,False,840.0,2.0,83.0,,False,,True,,,,,,,,"
                                    Bon
                                ",2180,Appartement
10276029,True,False,700.0,2.0,,True,,,True,,,,,,,False,,9308,Appartement
10276297,True,False,950.0,2.0,100.0,True,False,,,,,,,,4.0,False,,1831,Duplex
9979937,True,False,750.0,2.0,116.0,True,False,,,,,,,,,,,7911,Appartement
10275002,True,False,850.0,2.0,106.0,,False,,True,,,,,,2.0,,,2220,Appartement
10269552,True,False,720.0,2.0,99.0,,,,True,,,,,,,False,,8820,Appartement
10192986,True,False,750.0,3.0,85.0,,False,,,,,,,,4.0,,"
                                    Bon
                                ",8583,Rez-de-chaussée
10250352,True,False,995.0,1.0,76.0,True,True,,,,,,,,,False,,1932,Appartement
10274024,True,False,900.0,,92.0,,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",2460,Appartement
10242228,True,False,720.0,2.0,,,False,,,,,,,,2.0,,"
                                    Bon
                                ",8860,Appartement
10015857,True,False,750.0,2.0,94.0,True,False,,,,,,,,,,,8940,Appartement
10220837,True,False,1030.0,2.0,104.0,True,False,,True,,,,,,2.0,,"
                                    Excellent état
                                ",3000,Appartement
10178749,True,False,950.0,2.0,150.0,True,,,,,,,,,4.0,False,"
                                    Excellent état
                                ",2812,Penthouse
10019603,True,False,750.0,2.0,87.0,True,False,,,,,,,,3.0,,,9200,Appartement
10177383,True,False,725.0,1.0,,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",9900,Appartement
10249842,True,False,950.0,2.0,,,False,,,,,,,,,,,2860,Appartement
10028614,True,False,1100.0,2.0,90.0,True,False,,,,True,80.0,,,3.0,,"
                                    Fraîchement rénové
                                ",3090,Rez-de-chaussée
10193471,True,False,750.0,,90.0,,False,,,,,,,,2.0,False,,9060,Appartement
10237137,True,False,760.0,2.0,115.0,True,False,,,,,,,,,,,7911,Appartement
10238510,True,False,1100.0,1.0,75.0,,True,,,,,,,,2.0,,,2000,Appartement
10245873,True,False,1300.0,3.0,120.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3090,Duplex
10284050,True,False,795.0,2.0,75.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9050,Appartement
10268115,True,False,750.0,2.0,,,,,True,,,,,,,,"
                                    Excellent état
                                ",9620,Appartement
10049617,True,False,1150.0,2.0,,,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",2000,Appartement
10304195,True,False,750.0,1.0,,True,False,,True,,,,,,,,,3090,Appartement
10140568,True,False,800.0,2.0,100.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",4000,Appartement
10232789,True,False,775.0,2.0,98.0,True,,,,,,,,,,False,,9520,Appartement
10261640,True,False,1200.0,2.0,80.0,True,True,,,,,,,,,,"
                                    Excellent état
                                ",2000,Appartement
10296394,True,False,1100.0,3.0,110.0,True,False,,,,True,100.0,,,,,"
                                    Excellent état
                                ",1932,Rez-de-chaussée
10265516,True,False,790.0,2.0,100.0,,,,,,,,,,3.0,,"
                                    Bon
                                ",9040,Appartement
10244925,True,False,800.0,2.0,105.0,,False,,True,,,,,,4.0,False,,4140,Penthouse
9989556,True,False,1450.0,1.0,65.0,True,,,,,,,,,,,,2000,Appartement
10296395,True,False,1500.0,3.0,195.0,True,False,,,,,,,,2.0,,,1933,Appartement
10273385,True,False,810.0,2.0,108.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",4960,Appartement
10275316,True,False,800.0,3.0,,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",8680,Appartement
6431856,True,False,1650.0,2.0,84.0,True,True,,True,,,,,,,,"
                                    Excellent état
                                ",2060,Appartement
10297187,True,False,1600.0,2.0,150.0,True,False,,,,,,,,3.0,,,3080,Appartement
10267792,True,False,810.0,1.0,,True,,,,,,,,,,False,"
                                    Excellent état
                                ",5000,Appartement
10266851,True,False,800.0,2.0,73.0,,False,,,,"[1, 2018, 4, 'Urbain\n                                                                ', 73, 17, True, 8, 2, 8, 14, False, 1, 1, False, False, False, False, True, '\n                                    Sud\n                                ', 9, False, True, False, True, False, False, True, True, False, False, False, 45035, False, False, 41, True, 83, False, False, 800, 75, False, 11, 23, '\n                                                    http://www.nobels.be\n                                                ', 3317426]",,,,,False,,9700,Appartement
10180570,True,False,1800.0,3.0,173.0,,False,,,,,,,,3.0,False,"
                                    Excellent état
                                ",2600,Duplex
10297473,True,False,1195.0,4.0,191.0,True,False,,,,,,,,4.0,,,3020,Maison
10286175,True,False,850.0,2.0,79.0,True,False,,,,,,,,3.0,,"
                                    Fraîchement rénové
                                ",1420,Appartement
10304202,True,False,1293.0,1.0,50.0,,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",2650,Appartementdeservice
10187168,True,False,810.0,2.0,88.0,,,,,,,,,,2.0,False,,3010,Duplex
10302206,True,False,790.0,1.0,55.0,True,False,,True,,,,,,2.0,,"
                                    Excellent état
                                ",1853,Rez-de-chaussée
10270552,,,,2.0,110.0,,False,,,,,,,,2.0,False,,4052,Penthouse
10214878,True,False,825.0,2.0,90.0,,,,,,,,,,,,,8400,Appartement
10180508,True,False,1495.0,3.0,95.0,,False,,True,,,,,,3.0,,"
                                    Fraîchement rénové
                                ",2970,Maison
10304284,True,False,685.0,1.0,46.0,True,False,,,,,,,,,False,,3000,Penthouse
10240017,True,False,850.0,2.0,95.0,True,False,,,,True,50.0,,,2.0,,"
                                    Bon
                                ",4130,Appartement
10304814,True,False,650.0,1.0,,,True,,,,,,,,2.0,False,,2000,Studio
10276589,True,False,825.0,2.0,,,,,True,,,,,,,False,"
                                    Excellent état
                                ",8800,Appartement
10295056,True,False,900.0,2.0,76.0,True,,,,,,,,,3.0,False,"
                                    Fraîchement rénové
                                ",3012,Appartement
10274706,True,False,850.0,4.0,155.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",4800,Duplex
10258937,True,False,830.0,2.0,98.0,,,,,,,,,,,False,,9680,Appartement
10297332,True,False,850.0,1.0,65.0,True,False,,,,,,,,1.0,False,"
                                    Bon
                                ",2018,Appartement
10242089,True,False,852.0,1.0,68.0,True,False,,,,,,,,,,,1640,Appartementdeservice
10206892,True,False,890.0,2.0,90.0,True,,,,,,,,,2.0,False,"
                                    Bon
                                ",3010,Appartement
10301593,True,False,1095.0,2.0,90.0,,,,,,,,,,,False,,2520,Maison
10252242,True,False,845.0,1.0,80.0,True,,,,,,,,,3.0,False,"
                                    Bon
                                ",3000,Duplex
10244774,True,False,930.0,2.0,100.0,True,False,,True,,,,,,3.0,,"
                                    Excellent état
                                ",3221,Appartement
10287722,True,False,875.0,2.0,130.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",4000,Appartement
10186676,True,False,885.0,2.0,86.0,,,,,,,,,,2.0,False,,3010,Appartement
10232804,True,False,1180.0,2.0,90.0,,False,,,,,,,,,,,1780,Penthouse
10290736,True,False,820.0,1.0,60.0,,,,,,,,,,,False,"
                                    Fraîchement rénové
                                ",2018,Appartement
10201371,True,False,885.0,1.0,80.0,True,,,,,,,,,1.0,False,"
                                    Excellent état
                                ",1210,Duplex
10276183,True,False,895.0,2.0,87.0,,,,True,,,,,,,False,,9000,Appartement
10222913,True,False,1180.0,2.0,90.0,,False,,,,,,,,,,,1780,Penthouse
10291547,True,False,975.0,2.0,81.0,,,,,,,,,,3.0,False,"
                                    Excellent état
                                ",2970,Appartement
10170484,True,False,890.0,2.0,80.0,True,False,,,,,,,,2.0,,,1020,Appartement
10301253,True,False,740.0,1.0,80.0,True,,,,,,,,,,False,,2140,Appartement
10261225,True,False,1200.0,2.0,139.0,,False,,True,,,,,,,False,"
                                    Excellent état
                                ",1980,Appartement
10089295,True,False,960.0,1.0,60.0,True,False,,True,,,,,,2.0,False,"
                                    Bon
                                ",9000,Appartement
10283747,True,False,900.0,1.0,80.0,True,,,,,,,,,2.0,,,1180,Duplex
10303465,True,False,895.0,2.0,95.0,,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3130,Appartement
10247730,True,False,980.0,1.0,,True,,,,,,,,,,False,,1150,Appartement
10280920,True,False,900.0,2.0,100.0,True,False,,,,,,,,4.0,,"
                                    Excellent état
                                ",1300,Appartement
10283191,True,False,620.0,2.0,75.0,,False,,True,,,,,,2.0,False,"
                                    Bon
                                ",2235,Rez-de-chaussée
10257861,True,False,1050.0,3.0,117.0,True,False,,,,True,78.0,,,2.0,,"
                                    Bon
                                ",3400,Maison
10276263,True,False,950.0,3.0,188.0,,,,True,,,,,,,,,8000,Appartement
10277521,True,False,900.0,2.0,80.0,True,False,,,,,,,,,,"
                                    Bon
                                ",3271,Appartement
10198633,True,False,705.0,1.0,48.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",2880,Rez-de-chaussée
9691280,True,False,1800.0,2.0,224.0,True,False,,True,,True,119.0,,,2.0,False,"
                                    Bon
                                ",3300,Maison
10231820,True,False,1050.0,2.0,90.0,True,True,,,,,,,,2.0,,,1190,Penthouse
10279376,True,False,900.0,2.0,75.0,,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",6230,Appartement
10280308,True,False,750.0,2.0,110.0,,False,,True,,,,,,2.0,,"
                                    Excellent état
                                ",2440,Appartement
10056165,True,False,2350.0,4.0,255.0,,False,,,,True,100.0,,,2.0,False,,1933,Maison
10251023,True,False,1100.0,2.0,70.0,True,False,,,,,,,,2.0,,,1060,Appartement
10274401,True,False,760.0,3.0,120.0,,,,True,,,,,,,,"
                                    À rafraîchir
                                ",2440,Appartement
10286845,True,False,2700.0,4.0,200.0,True,,,,,,,,,4.0,,"
                                    Excellent état
                                ",3080,Villa
8154716,True,False,900.0,2.0,80.0,True,False,,,,True,30.0,,,3.0,,"
                                    Excellent état
                                ",7870,Rez-de-chaussée
10283916,True,False,1200.0,2.0,90.0,True,False,,,,,,,,2.0,,,1160,Appartement
10237828,True,False,715.0,2.0,110.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",1770,Appartement
10226216,True,False,800.0,1.0,57.0,,False,,,,,,,,,,,2000,Appartement
10095989,True,False,900.0,2.0,120.0,True,True,,,,,,,,,,"
                                    Excellent état
                                ",8500,Appartement
10155210,True,False,1250.0,,45.0,,True,,,,,,,,2.0,False,,1000,Studio
10270597,True,False,910.0,1.0,75.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",1000,Appartement
10286323,True,False,850.0,2.0,87.0,True,False,,,,"[15, 1970, '\n                                    Bon\n                                ', 3, 1, 2, 87, True, '\n                                    Équipée\n                                ', 2, False, 1, 1, 1, False, False, True, '\n                                    Sud-est\n                                ', 278, '\n                                                                    C\n                                                            ', False, False, False, False, '\n                                Gaz\n                            ', False, True, True, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 850, 50, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 353, '\n                                                    http://www.immodedijle.be\n                                                ', 3440]",,,,3.0,,"
                                    Bon
                                ",3012,Appartement
9899457,True,False,845.0,2.0,,True,False,,,,,,,,,False,"
                                    Bon
                                ",2100,Appartement
10218143,True,False,850.0,2.0,132.0,,,,True,,,,,,3.0,,"
                                    Excellent état
                                ",2470,Appartement
10090649,True,False,925.0,2.0,135.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",3060,Duplex
10248789,True,False,930.0,2.0,92.0,,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1861,Appartement
9621046,True,False,1375.0,1.0,83.0,,True,,True,,"['\n                                    Bon\n                                ', 2, 83, True, 1, 1, 1, False, True, True, False, True, '\n                                    Sud\n                                ', True, True, False, False, False, False, False, True, False, False, False, False, False, False, False, 1375, False, 19, 1, '\n                                                    http://www.mgold.be\n                                                ']",,,,2.0,False,"
                                    Bon
                                ",8500,Appartement
10279863,True,False,980.0,2.0,,True,False,,,,,,,,,False,,3078,Appartement
10227938,True,False,875.0,1.0,58.0,,False,,,,,,,,,,,2000,Appartement
10281053,True,False,950.0,1.0,60.0,,True,,,,,,,,2.0,False,"
                                    Bon
                                ",1060,Appartement
9621044,True,False,1375.0,1.0,93.0,,True,,True,,,,,,2.0,,"
                                    Bon
                                ",8500,Appartement
10119844,True,False,1050.0,1.0,65.0,,True,,,,,,,,2.0,,"
                                    Excellent état
                                ",1930,Appartement
10254196,True,False,895.0,1.0,,True,True,,,,,,,,2.0,False,"
                                    Bon
                                ",2018,Appartement
10242678,True,False,960.0,3.0,200.0,True,False,,,,,,,,2.0,,,9680,Appartement
10269742,True,False,1100.0,2.0,90.0,True,False,,,,,,,,,False,,1780,Appartement
10090689,True,False,1985.0,4.0,257.0,,False,,True,,,,,,,False,,8400,Duplex
10258177,True,False,990.0,2.0,117.0,True,False,,,,,,,,3.0,,,3290,Penthouse
9610947,True,False,1288.0,1.0,60.0,True,,,,,,,,,,,"
                                    Excellent état
                                ",3012,Appartementdeservice
10302414,True,False,790.0,3.0,,True,,,True,,,,,,,,"
                                    Fraîchement rénové
                                ",8930,Maison
10254195,True,False,895.0,1.0,,True,True,,,,,,,,2.0,,"
                                    Bon
                                ",2018,Appartement
